# Header: trajectory of angry bird. 

 x [m]   y [m]   t [s] 
48.715  25.980   2.153 
48.717  25.980   2.153 
48.719  25.980   2.153 
48.721  25.980   2.153 
48.724  25.981   2.153 
48.726  25.981   2.153 
48.728  25.981   2.154 
48.730  25.981   2.154 
48.733  25.981   2.154 
48.735  25.981   2.154 
48.737  25.981   2.154 
48.739  25.982   2.154 
48.742  25.982   2.154 
48.744  25.982   2.154 
48.746  25.982   2.154 
48.749  25.982   2.154 
48.751  25.982   2.155 
48.753  25.983   2.155 
48.755  25.983   2.155 
48.758  25.983   2.155 
48.760  25.983   2.155 
48.762  25.983   2.155 
48.764  25.983   2.155 
48.767  25.983   2.155 
48.769  25.984   2.155 
48.771  25.984   2.155 
48.773  25.984   2.156 
48.776  25.984   2.156 
48.778  25.984   2.156 
48.780  25.984   2.156 
48.782  25.984   2.156 
48.785  25.985   2.156 
48.787  25.985   2.156 
48.789  25.985   2.156 
48.791  25.985   2.156 
48.794  25.985   2.156 
48.796  25.985   2.157 
48.798  25.986   2.157 
48.801  25.986   2.157 
48.803  25.986   2.157 
48.805  25.986   2.157 
48.807  25.986   2.157 
48.810  25.986   2.157 
48.812  25.986   2.157 
48.814  25.987   2.157 
48.816  25.987   2.157 
48.819  25.987   2.158 
48.821  25.987   2.158 
48.823  25.987   2.158 
48.825  25.987   2.158 
48.828  25.987   2.158 
48.830  25.988   2.158 
48.832  25.988   2.158 
48.834  25.988   2.158 
48.837  25.988   2.158 
48.839  25.988   2.158 
48.841  25.988   2.159 
48.844  25.988   2.159 
48.846  25.989   2.159 
48.848  25.989   2.159 
48.850  25.989   2.159 
48.853  25.989   2.159 
48.855  25.989   2.159 
48.857  25.989   2.159 
48.859  25.989   2.159 
48.862  25.990   2.159 
48.864  25.990   2.160 
48.866  25.990   2.160 
48.868  25.990   2.160 
48.871  25.990   2.160 
48.873  25.990   2.160 
48.875  25.990   2.160 
48.877  25.991   2.160 
48.880  25.991   2.160 
48.882  25.991   2.160 
48.884  25.991   2.160 
48.887  25.991   2.161 
48.889  25.991   2.161 
48.891  25.991   2.161 
48.893  25.992   2.161 
48.896  25.992   2.161 
48.898  25.992   2.161 
48.900  25.992   2.161 
48.902  25.992   2.161 
48.905  25.992   2.161 
48.907  25.992   2.161 
48.909  25.993   2.162 
48.911  25.993   2.162 
48.914  25.993   2.162 
48.916  25.993   2.162 
48.918  25.993   2.162 
48.920  25.993   2.162 
48.923  25.993   2.162 
48.925  25.994   2.162 
48.927  25.994   2.162 
48.930  25.994   2.162 
48.932  25.994   2.163 
48.934  25.994   2.163 
48.936  25.994   2.163 
48.939  25.994   2.163 
48.941  25.995   2.163 
48.943  25.995   2.163 
48.945  25.995   2.163 
48.948  25.995   2.163 
48.950  25.995   2.163 
48.952  25.995   2.163 
48.954  25.995   2.164 
48.957  25.996   2.164 
48.959  25.996   2.164 
48.961  25.996   2.164 
48.963  25.996   2.164 
48.966  25.996   2.164 
48.968  25.996   2.164 
48.970  25.996   2.164 
48.973  25.997   2.164 
48.975  25.997   2.164 
48.977  25.997   2.165 
48.979  25.997   2.165 
48.982  25.997   2.165 
48.984  25.997   2.165 
48.986  25.997   2.165 
48.988  25.998   2.165 
48.991  25.998   2.165 
48.993  25.998   2.165 
48.995  25.998   2.165 
48.997  25.998   2.165 
49.000  25.998   2.166 
49.002  25.998   2.166 
49.004  25.998   2.166 
49.006  25.999   2.166 
49.009  25.999   2.166 
49.011  25.999   2.166 
49.013  25.999   2.166 
49.016  25.999   2.166 
49.018  25.999   2.166 
49.020  25.999   2.166 
49.022  26.000   2.167 
49.025  26.000   2.167 
49.027  26.000   2.167 
49.029  26.000   2.167 
49.031  26.000   2.167 
49.034  26.000   2.167 
49.036  26.000   2.167 
49.038  26.001   2.167 
49.040  26.001   2.167 
49.043  26.001   2.167 
49.045  26.001   2.168 
49.047  26.001   2.168 
49.049  26.001   2.168 
49.052  26.001   2.168 
49.054  26.002   2.168 
49.056  26.002   2.168 
49.058  26.002   2.168 
49.061  26.002   2.168 
49.063  26.002   2.168 
49.065  26.002   2.168 
49.068  26.002   2.169 
49.070  26.002   2.169 
49.072  26.003   2.169 
49.074  26.003   2.169 
49.077  26.003   2.169 
49.079  26.003   2.169 
49.081  26.003   2.169 
49.083  26.003   2.169 
49.086  26.003   2.169 
49.088  26.004   2.169 
49.090  26.004   2.170 
49.092  26.004   2.170 
49.095  26.004   2.170 
49.097  26.004   2.170 
49.099  26.004   2.170 
49.101  26.004   2.170 
49.104  26.004   2.170 
49.106  26.005   2.170 
49.108  26.005   2.170 
49.111  26.005   2.170 
49.113  26.005   2.171 
49.115  26.005   2.171 
49.117  26.005   2.171 
49.120  26.005   2.171 
49.122  26.006   2.171 
49.124  26.006   2.171 
49.126  26.006   2.171 
49.129  26.006   2.171 
49.131  26.006   2.171 
49.133  26.006   2.171 
49.135  26.006   2.172 
49.138  26.006   2.172 
49.140  26.007   2.172 
49.142  26.007   2.172 
49.144  26.007   2.172 
49.147  26.007   2.172 
49.149  26.007   2.172 
49.151  26.007   2.172 
49.154  26.007   2.172 
49.156  26.008   2.172 
49.158  26.008   2.173 
49.160  26.008   2.173 
49.163  26.008   2.173 
49.165  26.008   2.173 
49.167  26.008   2.173 
49.169  26.008   2.173 
49.172  26.008   2.173 
49.174  26.009   2.173 
49.176  26.009   2.173 
49.178  26.009   2.173 
49.181  26.009   2.174 
49.183  26.009   2.174 
49.185  26.009   2.174 
49.187  26.009   2.174 
49.190  26.009   2.174 
49.192  26.010   2.174 
49.194  26.010   2.174 
49.197  26.010   2.174 
49.199  26.010   2.174 
49.201  26.010   2.174 
49.203  26.010   2.175 
49.206  26.010   2.175 
49.208  26.011   2.175 
49.210  26.011   2.175 
49.212  26.011   2.175 
49.215  26.011   2.175 
49.217  26.011   2.175 
49.219  26.011   2.175 
49.221  26.011   2.175 
49.224  26.011   2.175 
49.226  26.012   2.176 
49.228  26.012   2.176 
49.230  26.012   2.176 
49.233  26.012   2.176 
49.235  26.012   2.176 
49.237  26.012   2.176 
49.240  26.012   2.176 
49.242  26.012   2.176 
49.244  26.013   2.176 
49.246  26.013   2.176 
49.249  26.013   2.177 
49.251  26.013   2.177 
49.253  26.013   2.177 
49.255  26.013   2.177 
49.258  26.013   2.177 
49.260  26.013   2.177 
49.262  26.014   2.177 
49.264  26.014   2.177 
49.267  26.014   2.177 
49.269  26.014   2.177 
49.271  26.014   2.178 
49.273  26.014   2.178 
49.276  26.014   2.178 
49.278  26.014   2.178 
49.280  26.015   2.178 
49.283  26.015   2.178 
49.285  26.015   2.178 
49.287  26.015   2.178 
49.289  26.015   2.178 
49.292  26.015   2.178 
49.294  26.015   2.179 
49.296  26.015   2.179 
49.298  26.016   2.179 
49.301  26.016   2.179 
49.303  26.016   2.179 
49.305  26.016   2.179 
49.307  26.016   2.179 
49.310  26.016   2.179 
49.312  26.016   2.179 
49.314  26.016   2.179 
49.316  26.017   2.180 
49.319  26.017   2.180 
49.321  26.017   2.180 
49.323  26.017   2.180 
49.326  26.017   2.180 
49.328  26.017   2.180 
49.330  26.017   2.180 
49.332  26.017   2.180 
49.335  26.018   2.180 
49.337  26.018   2.180 
49.339  26.018   2.181 
49.341  26.018   2.181 
49.344  26.018   2.181 
49.346  26.018   2.181 
49.348  26.018   2.181 
49.350  26.018   2.181 
49.353  26.019   2.181 
49.355  26.019   2.181 
49.357  26.019   2.181 
49.359  26.019   2.181 
49.362  26.019   2.182 
49.364  26.019   2.182 
49.366  26.019   2.182 
49.368  26.019   2.182 
49.371  26.020   2.182 
49.373  26.020   2.182 
49.375  26.020   2.182 
49.378  26.020   2.182 
49.380  26.020   2.182 
49.382  26.020   2.182 
49.384  26.020   2.183 
49.387  26.020   2.183 
49.389  26.021   2.183 
49.391  26.021   2.183 
49.393  26.021   2.183 
49.396  26.021   2.183 
49.398  26.021   2.183 
49.400  26.021   2.183 
49.402  26.021   2.183 
49.405  26.021   2.183 
49.407  26.022   2.184 
49.409  26.022   2.184 
49.411  26.022   2.184 
49.414  26.022   2.184 
49.416  26.022   2.184 
49.418  26.022   2.184 
49.421  26.022   2.184 
49.423  26.022   2.184 
49.425  26.022   2.184 
49.427  26.023   2.184 
49.430  26.023   2.185 
49.432  26.023   2.185 
49.434  26.023   2.185 
49.436  26.023   2.185 
49.439  26.023   2.185 
49.441  26.023   2.185 
49.443  26.023   2.185 
49.445  26.024   2.185 
49.448  26.024   2.185 
49.450  26.024   2.185 
49.452  26.024   2.186 
49.454  26.024   2.186 
49.457  26.024   2.186 
49.459  26.024   2.186 
49.461  26.024   2.186 
49.464  26.025   2.186 
49.466  26.025   2.186 
49.468  26.025   2.186 
49.470  26.025   2.186 
49.473  26.025   2.186 
49.475  26.025   2.187 
49.477  26.025   2.187 
49.479  26.025   2.187 
49.482  26.025   2.187 
49.484  26.026   2.187 
49.486  26.026   2.187 
49.488  26.026   2.187 
49.491  26.026   2.187 
49.493  26.026   2.187 
49.495  26.026   2.187 
49.497  26.026   2.188 
49.500  26.026   2.188 
49.502  26.027   2.188 
49.504  26.027   2.188 
49.507  26.027   2.188 
49.509  26.027   2.188 
49.511  26.027   2.188 
49.513  26.027   2.188 
49.516  26.027   2.188 
49.518  26.027   2.188 
49.520  26.027   2.189 
49.522  26.028   2.189 
49.525  26.028   2.189 
49.527  26.028   2.189 
49.529  26.028   2.189 
49.531  26.028   2.189 
49.534  26.028   2.189 
49.536  26.028   2.189 
49.538  26.028   2.189 
49.540  26.028   2.189 
49.543  26.029   2.190 
49.545  26.029   2.190 
49.547  26.029   2.190 
49.550  26.029   2.190 
49.552  26.029   2.190 
49.554  26.029   2.190 
49.556  26.029   2.190 
49.559  26.029   2.190 
49.561  26.030   2.190 
49.563  26.030   2.190 
49.565  26.030   2.191 
49.568  26.030   2.191 
49.570  26.030   2.191 
49.572  26.030   2.191 
49.574  26.030   2.191 
49.577  26.030   2.191 
49.579  26.030   2.191 
49.581  26.031   2.191 
49.583  26.031   2.191 
49.586  26.031   2.191 
49.588  26.031   2.192 
49.590  26.031   2.192 
49.593  26.031   2.192 
49.595  26.031   2.192 
49.597  26.031   2.192 
49.599  26.031   2.192 
49.602  26.032   2.192 
49.604  26.032   2.192 
49.606  26.032   2.192 
49.608  26.032   2.192 
49.611  26.032   2.193 
49.613  26.032   2.193 
49.615  26.032   2.193 
49.617  26.032   2.193 
49.620  26.032   2.193 
49.622  26.033   2.193 
49.624  26.033   2.193 
49.626  26.033   2.193 
49.629  26.033   2.193 
49.631  26.033   2.193 
49.633  26.033   2.194 
49.635  26.033   2.194 
49.638  26.033   2.194 
49.640  26.033   2.194 
49.642  26.034   2.194 
49.645  26.034   2.194 
49.647  26.034   2.194 
49.649  26.034   2.194 
49.651  26.034   2.194 
49.654  26.034   2.194 
49.656  26.034   2.195 
49.658  26.034   2.195 
49.660  26.034   2.195 
49.663  26.035   2.195 
49.665  26.035   2.195 
49.667  26.035   2.195 
49.669  26.035   2.195 
49.672  26.035   2.195 
49.674  26.035   2.195 
49.676  26.035   2.195 
49.678  26.035   2.196 
49.681  26.035   2.196 
49.683  26.036   2.196 
49.685  26.036   2.196 
49.688  26.036   2.196 
49.690  26.036   2.196 
49.692  26.036   2.196 
49.694  26.036   2.196 
49.697  26.036   2.196 
49.699  26.036   2.196 
49.701  26.036   2.197 
49.703  26.037   2.197 
49.706  26.037   2.197 
49.708  26.037   2.197 
49.710  26.037   2.197 
49.712  26.037   2.197 
49.715  26.037   2.197 
49.717  26.037   2.197 
49.719  26.037   2.197 
49.721  26.037   2.197 
49.724  26.037   2.198 
49.726  26.038   2.198 
49.728  26.038   2.198 
49.731  26.038   2.198 
49.733  26.038   2.198 
49.735  26.038   2.198 
49.737  26.038   2.198 
49.740  26.038   2.198 
49.742  26.038   2.198 
49.744  26.038   2.198 
49.746  26.039   2.199 
49.749  26.039   2.199 
49.751  26.039   2.199 
49.753  26.039   2.199 
49.755  26.039   2.199 
49.758  26.039   2.199 
49.760  26.039   2.199 
49.762  26.039   2.199 
49.764  26.039   2.199 
49.767  26.039   2.199 
49.769  26.040   2.200 
49.771  26.040   2.200 
49.774  26.040   2.200 
49.776  26.040   2.200 
49.778  26.040   2.200 
49.780  26.040   2.200 
49.783  26.040   2.200 
49.785  26.040   2.200 
49.787  26.040   2.200 
49.789  26.041   2.200 
49.792  26.041   2.201 
49.794  26.041   2.201 
49.796  26.041   2.201 
49.798  26.041   2.201 
49.801  26.041   2.201 
49.803  26.041   2.201 
49.805  26.041   2.201 
49.807  26.041   2.201 
49.810  26.041   2.201 
49.812  26.042   2.201 
49.814  26.042   2.202 
49.817  26.042   2.202 
49.819  26.042   2.202 
49.821  26.042   2.202 
49.823  26.042   2.202 
49.826  26.042   2.202 
49.828  26.042   2.202 
49.830  26.042   2.202 
49.832  26.042   2.202 
49.835  26.043   2.202 
49.837  26.043   2.203 
49.839  26.043   2.203 
49.841  26.043   2.203 
49.844  26.043   2.203 
49.846  26.043   2.203 
49.848  26.043   2.203 
49.850  26.043   2.203 
49.853  26.043   2.203 
49.855  26.044   2.203 
49.857  26.044   2.203 
49.860  26.044   2.204 
49.862  26.044   2.204 
49.864  26.044   2.204 
49.866  26.044   2.204 
49.869  26.044   2.204 
49.871  26.044   2.204 
49.873  26.044   2.204 
49.875  26.044   2.204 
49.878  26.045   2.204 
49.880  26.045   2.204 
49.882  26.045   2.205 
49.884  26.045   2.205 
49.887  26.045   2.205 
49.889  26.045   2.205 
49.891  26.045   2.205 
49.893  26.045   2.205 
49.896  26.045   2.205 
49.898  26.045   2.205 
49.900  26.046   2.205 
49.903  26.046   2.205 
49.905  26.046   2.206 
49.907  26.046   2.206 
49.909  26.046   2.206 
49.912  26.046   2.206 
49.914  26.046   2.206 
49.916  26.046   2.206 
49.918  26.046   2.206 
49.921  26.046   2.206 
49.923  26.047   2.206 
49.925  26.047   2.206 
49.927  26.047   2.207 
49.930  26.047   2.207 
49.932  26.047   2.207 
49.934  26.047   2.207 
49.936  26.047   2.207 
49.939  26.047   2.207 
49.941  26.047   2.207 
49.943  26.047   2.207 
49.945  26.047   2.207 
49.948  26.048   2.207 
49.950  26.048   2.208 
49.952  26.048   2.208 
49.955  26.048   2.208 
49.957  26.048   2.208 
49.959  26.048   2.208 
49.961  26.048   2.208 
49.964  26.048   2.208 
49.966  26.048   2.208 
49.968  26.048   2.208 
49.970  26.049   2.208 
49.973  26.049   2.209 
49.975  26.049   2.209 
49.977  26.049   2.209 
49.979  26.049   2.209 
49.982  26.049   2.209 
49.984  26.049   2.209 
49.986  26.049   2.209 
49.988  26.049   2.209 
49.991  26.049   2.209 
49.993  26.050   2.209 
49.995  26.050   2.210 
49.998  26.050   2.210 
50.000  26.050   2.210 
50.002  26.050   2.210 
50.004  26.050   2.210 
50.007  26.050   2.210 
50.009  26.050   2.210 
50.011  26.050   2.210 
50.013  26.050   2.210 
50.016  26.050   2.210 
50.018  26.051   2.211 
50.020  26.051   2.211 
50.022  26.051   2.211 
50.025  26.051   2.211 
50.027  26.051   2.211 
50.029  26.051   2.211 
50.031  26.051   2.211 
50.034  26.051   2.211 
50.036  26.051   2.211 
50.038  26.051   2.211 
50.041  26.051   2.212 
50.043  26.052   2.212 
50.045  26.052   2.212 
50.047  26.052   2.212 
50.050  26.052   2.212 
50.052  26.052   2.212 
50.054  26.052   2.212 
50.056  26.052   2.212 
50.059  26.052   2.212 
50.061  26.052   2.212 
50.063  26.052   2.213 
50.065  26.053   2.213 
50.068  26.053   2.213 
50.070  26.053   2.213 
50.072  26.053   2.213 
50.074  26.053   2.213 
50.077  26.053   2.213 
50.079  26.053   2.213 
50.081  26.053   2.213 
50.084  26.053   2.213 
50.086  26.053   2.214 
50.088  26.053   2.214 
50.090  26.054   2.214 
50.093  26.054   2.214 
50.095  26.054   2.214 
50.097  26.054   2.214 
50.099  26.054   2.214 
50.102  26.054   2.214 
50.104  26.054   2.214 
50.106  26.054   2.214 
50.108  26.054   2.215 
50.111  26.054   2.215 
50.113  26.054   2.215 
50.115  26.055   2.215 
50.117  26.055   2.215 
50.120  26.055   2.215 
50.122  26.055   2.215 
50.124  26.055   2.215 
50.127  26.055   2.215 
50.129  26.055   2.215 
50.131  26.055   2.216 
50.133  26.055   2.216 
50.136  26.055   2.216 
50.138  26.055   2.216 
50.140  26.055   2.216 
50.142  26.056   2.216 
50.145  26.056   2.216 
50.147  26.056   2.216 
50.149  26.056   2.216 
50.151  26.056   2.216 
50.154  26.056   2.217 
50.156  26.056   2.217 
50.158  26.056   2.217 
50.160  26.056   2.217 
50.163  26.056   2.217 
50.165  26.056   2.217 
50.167  26.057   2.217 
50.170  26.057   2.217 
50.172  26.057   2.217 
50.174  26.057   2.217 
50.176  26.057   2.218 
50.179  26.057   2.218 
50.181  26.057   2.218 
50.183  26.057   2.218 
50.185  26.057   2.218 
50.188  26.057   2.218 
50.190  26.057   2.218 
50.192  26.058   2.218 
50.194  26.058   2.218 
50.197  26.058   2.218 
50.199  26.058   2.219 
50.201  26.058   2.219 
50.203  26.058   2.219 
50.206  26.058   2.219 
50.208  26.058   2.219 
50.210  26.058   2.219 
50.212  26.058   2.219 
50.215  26.058   2.219 
50.217  26.058   2.219 
50.219  26.059   2.219 
50.222  26.059   2.220 
50.224  26.059   2.220 
50.226  26.059   2.220 
50.228  26.059   2.220 
50.231  26.059   2.220 
50.233  26.059   2.220 
50.235  26.059   2.220 
50.237  26.059   2.220 
50.240  26.059   2.220 
50.242  26.059   2.220 
50.244  26.059   2.221 
50.246  26.060   2.221 
50.249  26.060   2.221 
50.251  26.060   2.221 
50.253  26.060   2.221 
50.255  26.060   2.221 
50.258  26.060   2.221 
50.260  26.060   2.221 
50.262  26.060   2.221 
50.265  26.060   2.221 
50.267  26.060   2.222 
50.269  26.060   2.222 
50.271  26.060   2.222 
50.274  26.061   2.222 
50.276  26.061   2.222 
50.278  26.061   2.222 
50.280  26.061   2.222 
50.283  26.061   2.222 
50.285  26.061   2.222 
50.287  26.061   2.222 
50.289  26.061   2.223 
50.292  26.061   2.223 
50.294  26.061   2.223 
50.296  26.061   2.223 
50.298  26.061   2.223 
50.301  26.062   2.223 
50.303  26.062   2.223 
50.305  26.062   2.223 
50.308  26.062   2.223 
50.310  26.062   2.223 
50.312  26.062   2.224 
50.314  26.062   2.224 
50.317  26.062   2.224 
50.319  26.062   2.224 
50.321  26.062   2.224 
50.323  26.062   2.224 
50.326  26.062   2.224 
50.328  26.063   2.224 
50.330  26.063   2.224 
50.332  26.063   2.224 
50.335  26.063   2.225 
50.337  26.063   2.225 
50.339  26.063   2.225 
50.341  26.063   2.225 
50.344  26.063   2.225 
50.346  26.063   2.225 
50.348  26.063   2.225 
50.351  26.063   2.225 
50.353  26.063   2.225 
50.355  26.064   2.225 
50.357  26.064   2.226 
50.360  26.064   2.226 
50.362  26.064   2.226 
50.364  26.064   2.226 
50.366  26.064   2.226 
50.369  26.064   2.226 
50.371  26.064   2.226 
50.373  26.064   2.226 
50.375  26.064   2.226 
50.378  26.064   2.226 
50.380  26.064   2.227 
50.382  26.064   2.227 
50.384  26.065   2.227 
50.387  26.065   2.227 
50.389  26.065   2.227 
50.391  26.065   2.227 
50.394  26.065   2.227 
50.396  26.065   2.227 
50.398  26.065   2.227 
50.400  26.065   2.227 
50.403  26.065   2.228 
50.405  26.065   2.228 
50.407  26.065   2.228 
50.409  26.065   2.228 
50.412  26.065   2.228 
50.414  26.066   2.228 
50.416  26.066   2.228 
50.418  26.066   2.228 
50.421  26.066   2.228 
50.423  26.066   2.228 
50.425  26.066   2.229 
50.427  26.066   2.229 
50.430  26.066   2.229 
50.432  26.066   2.229 
50.434  26.066   2.229 
50.437  26.066   2.229 
50.439  26.066   2.229 
50.441  26.066   2.229 
50.443  26.067   2.229 
50.446  26.067   2.229 
50.448  26.067   2.230 
50.450  26.067   2.230 
50.452  26.067   2.230 
50.455  26.067   2.230 
50.457  26.067   2.230 
50.459  26.067   2.230 
50.461  26.067   2.230 
50.464  26.067   2.230 
50.466  26.067   2.230 
50.468  26.067   2.230 
50.470  26.067   2.231 
50.473  26.068   2.231 
50.475  26.068   2.231 
50.477  26.068   2.231 
50.480  26.068   2.231 
50.482  26.068   2.231 
50.484  26.068   2.231 
50.486  26.068   2.231 
50.489  26.068   2.231 
50.491  26.068   2.231 
50.493  26.068   2.232 
50.495  26.068   2.232 
50.498  26.068   2.232 
50.500  26.068   2.232 
50.502  26.068   2.232 
50.504  26.069   2.232 
50.507  26.069   2.232 
50.509  26.069   2.232 
50.511  26.069   2.232 
50.513  26.069   2.232 
50.516  26.069   2.233 
50.518  26.069   2.233 
50.520  26.069   2.233 
50.522  26.069   2.233 
50.525  26.069   2.233 
50.527  26.069   2.233 
50.529  26.069   2.233 
50.532  26.069   2.233 
50.534  26.069   2.233 
50.536  26.070   2.233 
50.538  26.070   2.234 
50.541  26.070   2.234 
50.543  26.070   2.234 
50.545  26.070   2.234 
50.547  26.070   2.234 
50.550  26.070   2.234 
50.552  26.070   2.234 
50.554  26.070   2.234 
50.556  26.070   2.234 
50.559  26.070   2.234 
50.561  26.070   2.235 
50.563  26.070   2.235 
50.565  26.070   2.235 
50.568  26.071   2.235 
50.570  26.071   2.235 
50.572  26.071   2.235 
50.575  26.071   2.235 
50.577  26.071   2.235 
50.579  26.071   2.235 
50.581  26.071   2.235 
50.584  26.071   2.236 
50.586  26.071   2.236 
50.588  26.071   2.236 
50.590  26.071   2.236 
50.593  26.071   2.236 
50.595  26.071   2.236 
50.597  26.071   2.236 
50.599  26.072   2.236 
50.602  26.072   2.236 
50.604  26.072   2.236 
50.606  26.072   2.237 
50.608  26.072   2.237 
50.611  26.072   2.237 
50.613  26.072   2.237 
50.615  26.072   2.237 
50.618  26.072   2.237 
50.620  26.072   2.237 
50.622  26.072   2.237 
50.624  26.072   2.237 
50.627  26.072   2.237 
50.629  26.072   2.238 
50.631  26.072   2.238 
50.633  26.073   2.238 
50.636  26.073   2.238 
50.638  26.073   2.238 
50.640  26.073   2.238 
50.642  26.073   2.238 
50.645  26.073   2.238 
50.647  26.073   2.238 
50.649  26.073   2.238 
50.651  26.073   2.239 
50.654  26.073   2.239 
50.656  26.073   2.239 
50.658  26.073   2.239 
50.661  26.073   2.239 
50.663  26.073   2.239 
50.665  26.073   2.239 
50.667  26.074   2.239 
50.670  26.074   2.239 
50.672  26.074   2.239 
50.674  26.074   2.240 
50.676  26.074   2.240 
50.679  26.074   2.240 
50.681  26.074   2.240 
50.683  26.074   2.240 
50.685  26.074   2.240 
50.688  26.074   2.240 
50.690  26.074   2.240 
50.692  26.074   2.240 
50.694  26.074   2.240 
50.697  26.074   2.241 
50.699  26.074   2.241 
50.701  26.075   2.241 
50.704  26.075   2.241 
50.706  26.075   2.241 
50.708  26.075   2.241 
50.710  26.075   2.241 
50.713  26.075   2.241 
50.715  26.075   2.241 
50.717  26.075   2.241 
50.719  26.075   2.242 
50.722  26.075   2.242 
50.724  26.075   2.242 
50.726  26.075   2.242 
50.728  26.075   2.242 
50.731  26.075   2.242 
50.733  26.075   2.242 
50.735  26.075   2.242 
50.737  26.076   2.242 
50.740  26.076   2.242 
50.742  26.076   2.243 
50.744  26.076   2.243 
50.747  26.076   2.243 
50.749  26.076   2.243 
50.751  26.076   2.243 
50.753  26.076   2.243 
50.756  26.076   2.243 
50.758  26.076   2.243 
50.760  26.076   2.243 
50.762  26.076   2.243 
50.765  26.076   2.244 
50.767  26.076   2.244 
50.769  26.076   2.244 
50.771  26.076   2.244 
50.774  26.077   2.244 
50.776  26.077   2.244 
50.778  26.077   2.244 
50.780  26.077   2.244 
50.783  26.077   2.244 
50.785  26.077   2.244 
50.787  26.077   2.245 
50.789  26.077   2.245 
50.792  26.077   2.245 
50.794  26.077   2.245 
50.796  26.077   2.245 
50.799  26.077   2.245 
50.801  26.077   2.245 
50.803  26.077   2.245 
50.805  26.077   2.245 
50.808  26.077   2.245 
50.810  26.078   2.246 
50.812  26.078   2.246 
50.814  26.078   2.246 
50.817  26.078   2.246 
50.819  26.078   2.246 
50.821  26.078   2.246 
50.823  26.078   2.246 
50.826  26.078   2.246 
50.828  26.078   2.246 
50.830  26.078   2.246 
50.832  26.078   2.247 
50.835  26.078   2.247 
50.837  26.078   2.247 
50.839  26.078   2.247 
50.842  26.078   2.247 
50.844  26.078   2.247 
50.846  26.078   2.247 
50.848  26.079   2.247 
50.851  26.079   2.247 
50.853  26.079   2.247 
50.855  26.079   2.248 
50.857  26.079   2.248 
50.860  26.079   2.248 
50.862  26.079   2.248 
50.864  26.079   2.248 
50.866  26.079   2.248 
50.869  26.079   2.248 
50.871  26.079   2.248 
50.873  26.079   2.248 
50.875  26.079   2.248 
50.878  26.079   2.249 
50.880  26.079   2.249 
50.882  26.079   2.249 
50.885  26.079   2.249 
50.887  26.080   2.249 
50.889  26.080   2.249 
50.891  26.080   2.249 
50.894  26.080   2.249 
50.896  26.080   2.249 
50.898  26.080   2.249 
50.900  26.080   2.250 
50.903  26.080   2.250 
50.905  26.080   2.250 
50.907  26.080   2.250 
50.909  26.080   2.250 
50.912  26.080   2.250 
50.914  26.080   2.250 
50.916  26.080   2.250 
50.918  26.080   2.250 
50.921  26.080   2.250 
50.923  26.080   2.251 
50.925  26.080   2.251 
50.928  26.081   2.251 
50.930  26.081   2.251 
50.932  26.081   2.251 
50.934  26.081   2.251 
50.937  26.081   2.251 
50.939  26.081   2.251 
50.941  26.081   2.251 
50.943  26.081   2.251 
50.946  26.081   2.252 
50.948  26.081   2.252 
50.950  26.081   2.252 
50.952  26.081   2.252 
50.955  26.081   2.252 
50.957  26.081   2.252 
50.959  26.081   2.252 
50.961  26.081   2.252 
50.964  26.081   2.252 
50.966  26.081   2.252 
50.968  26.081   2.253 
50.971  26.082   2.253 
50.973  26.082   2.253 
50.975  26.082   2.253 
50.977  26.082   2.253 
50.980  26.082   2.253 
50.982  26.082   2.253 
50.984  26.082   2.253 
50.986  26.082   2.253 
50.989  26.082   2.253 
50.991  26.082   2.254 
50.993  26.082   2.254 
50.995  26.082   2.254 
50.998  26.082   2.254 
51.000  26.082   2.254 
51.002  26.082   2.254 
51.004  26.082   2.254 
51.007  26.082   2.254 
51.009  26.082   2.254 
51.011  26.082   2.254 
51.014  26.083   2.255 
51.016  26.083   2.255 
51.018  26.083   2.255 
51.020  26.083   2.255 
51.023  26.083   2.255 
51.025  26.083   2.255 
51.027  26.083   2.255 
51.029  26.083   2.255 
51.032  26.083   2.255 
51.034  26.083   2.255 
51.036  26.083   2.256 
51.038  26.083   2.256 
51.041  26.083   2.256 
51.043  26.083   2.256 
51.045  26.083   2.256 
51.047  26.083   2.256 
51.050  26.083   2.256 
51.052  26.083   2.256 
51.054  26.083   2.256 
51.057  26.083   2.256 
51.059  26.084   2.257 
51.061  26.084   2.257 
51.063  26.084   2.257 
51.066  26.084   2.257 
51.068  26.084   2.257 
51.070  26.084   2.257 
51.072  26.084   2.257 
51.075  26.084   2.257 
51.077  26.084   2.257 
51.079  26.084   2.257 
51.081  26.084   2.258 
51.084  26.084   2.258 
51.086  26.084   2.258 
51.088  26.084   2.258 
51.090  26.084   2.258 
51.093  26.084   2.258 
51.095  26.084   2.258 
51.097  26.084   2.258 
51.099  26.084   2.258 
51.102  26.084   2.258 
51.104  26.084   2.259 
51.106  26.085   2.259 
51.109  26.085   2.259 
51.111  26.085   2.259 
51.113  26.085   2.259 
51.115  26.085   2.259 
51.118  26.085   2.259 
51.120  26.085   2.259 
51.122  26.085   2.259 
51.124  26.085   2.259 
51.127  26.085   2.260 
51.129  26.085   2.260 
51.131  26.085   2.260 
51.133  26.085   2.260 
51.136  26.085   2.260 
51.138  26.085   2.260 
51.140  26.085   2.260 
51.142  26.085   2.260 
